Title,Review,Username,Rating,HS,Spoiler,Episode,Helpfully viewed,Views
"Nice visuals, mediocre, dull writing","How anyone can rate this 10/10 is beyond me - political point scoring nonsense that makes it impossible to judge shows from their ratings onlineThe pros -
It looks lovely in places
Costumes and sets are great
Something happens in the opening 10 mins and closing 10 minsThe cons -
The writing is dull as hell
Half the episode is spent having the same conversations over and over
The writing seems to prefer tell over show - a common flaw with a lot of modern tv, most notably the Marvel shows. Just amateur writing.Cast is all a bit bland
The dialogue is boring
Theres very little going on.No standout characters as yet.",XTheXXTruthX,6,0.0,No,A Shadow of the Past,0,1
Enjoyed the first two episodes better,"Did not enjoy this episode much, personally prefer the first 2. I thought the writing in the first half of the episode was alarming but the second half was good. I dont mind the slow pace. Curious to how these shades of GoT of people with hidden motives will play out. Im pretty sure Miriel is loyal to the elves but acting otherwise to remain in a position of authority.I really like the depiction of orcs so far, they are definitely among the highlights of the show. I liked how they put an emphasis on their hatred of the Sun and light.Felt there were some scenes that looked out of place, I thought it was obvious the director of this episode was different.",mcemerden,6,0.3829787234042553,No,Adar,18,47
"An in-depth episode review. Summary: Very slow and stale. The stunning visuals cant hide the mediocre writing behind the dialogue, characterisation and plot.","Arondirs waking up scene had some good editing and filmmaking, something rare for the show. The realization that not only one but the two other woodland elves partners of him were also captured raises a lot of intrigue and questions that I hope are answered. The show is just slow in so many ways and so incoherent in its writing in most parts of it so no matter how good a concept they have in their hands they butcher it.Galadriels waking up scene seemed to show a promising start for the writing in the episode, but I was wrong. The presentation of the mysterious ship and his captain was a bit stale due to the stiff almost robotic acting. It reminded me of an exchange that would happen in Phantom Menace with decent writing but a delivery devoid of emotion. Nevertheless, the presentation of Numenor: a site to behold. As per usual, the production value of the show in terms of presentation is impeccable. Although its sort of what youd expect from the most expensive show ever made...We are greeted with a heavy exposition scene that I hope doesnt become a norm in the show. The reception by the regent Queen has wittier dialogue than expected yet the lack of backstory to why elves and Numenorians are not in good terms deflates the stakes and reduces it to a mere matter of race? I mean, if we dont know what drift their friendship apart then how are we to understand this animosity between Galadriel and the Queen. Also, this scene ends quite incoherently, when Halbrand hugs the Captain and leaves with Galadriel, we are later shown he has retrieved her dagger. However, in the sequence right after the hug, his left side can be seen and we see NO DAGGER, yet when the scene cuts to the next scene hes holding a dagger which he then gives galadriel. I wouldnt nitpick as much if the layout of these scenes werent so poorly executed: a supposed prisoner with no robes in which to hide a dagger the size of his forearm is able to walk away in the middle of a circling crowd with noone noticing? They are literaly standing in the center of the room and all eyes are on them. I knew what they were going for, i knew this act by Halbrand was supposed to come across as an attempt to strengthen their friendship but its so poorly executed that it fails. Also their dialogue is atrociously writen, mentions of people dying go over Halbrands head saying he wants peace and wants to stay yet he relates to Galadriels quest to save those people? We cant figure out what sort of man Halbrand is like this.The end of the scene leads to a supposed epic narration including slow-mo walking from Elendil to describe who he is and introduce his son in a thrilling ship sailing sequence. Now, I reviewed this on my second watching and so I knew who this kid was because you learn who he is later on; however, if you watch it the first time and you dont know your LOTR lore, like, who Elendils son is, then this seemingly epic transition to introduce a new supposedly relevant character doesnt feel earned because they dont even mention his name... If they had, maybe non-LOTR fans would have a familiarity with the name Isildur. Also, his name is uttered for the first real time by a fellow sailor. This is Isildur we are talking about, he wholl lead the armies of middle earth to war with Sauron and wholl defeat Sauron and refuse to destroy the One ring... He is called from the boat by a nobody really and without buildup whatsoever. Again, this could be nitpicking or a personal preference of mine where I prefer they try to build up the epicness of moments and names and places as thats what Tolkiens world does for me, but what do I know.Then we get to meet his non-canon made up sister showing up and basically having no reaction to a supposed comedy exchange where Isildur greets the horse she brought with her rather than his own sister... Seriously, the lack of reactions to ANYTHING at all is baffling to me. And another brilliant exchange happens full of great writing:
Come see us later (to the cantine). Dont be like your brother, you got your whole life to be an old maid
Or to be young
... No you dont, thats the whole purpose. You are only young once, you are only supposed to be allowed to be immature and reckless when you are young and thats frowned upon when you get older... This supposed savvy comment doesnt land because it makes no sense. Its intent is to highlight the fact that she should have more fun and not be so boring and yet this is conveyed using the wrong concepts. I dont know, it still gets the message across but its so convoluted for no reason.More weirdly worded dialogue ensues with Elendil and the regent Queen who, after he said he did what he thought most prudent, said that if thats really his wish (which it isnt, he just stated why he did what he did) that then he should take on a task for her. Now, again, after I rewatched the episode to review it, I found out that, unless Im mistaken, he was given a mysterious task after being given a sword, leading us to believe he were to kill Galadriel? Yet, at the end of this episode he actually helps her out, so if there is in fact an undisclosed task he must carry on, either he is waiting to kill her later on (which would be so very stupid and it doesnt actually happen) or his mission is actually not killing her, in which case I really hope they have a reason to put so much emphasis on giving him a sword (maybe the sword is special or something)So the orcs are building a passage through Middle Earth. A passage for which they are cutting down trees and putting up tents because they dont like the sun... I thought a tunnel would be more comfortable for them but I guess they might need to carry tall structures like catapults and trolls so it might not be the best idea. But then why cut down the trees that could provide them with shadow? Idk, this whole passage business doesnt seem like a smart idea. But maybe I missed something. Either way, the fatal papercut Arondirs friend gets apparently kills him quite fast, either the orc was REALLY precise in cutting the right artery to almost instantly kill him or the show was too afraid of decapitations. Which, seeing how it really got out of its way to portray this proto-orcs as a close cousin from Peter Jacksons take (saying things like cut down this stinking tree and intonating the same way they did), was a recurring thing orcs did and they seemed more ruthless because of it. Anyways, this scene is kind of interesting because it makes sense that for woodland elves, trees and the forest are sacred things they devote their lives in protecting so seeing this conflict of the proto-orcs making their way, cutting down nature as they represent industry is quite fitting and interesting. More of Tolkiens themes shine through the canopy.Galadriels antagonistic personality finally fits in her circumstances as she is in actual enemy grounds. That scene where Elendil is tasked with something by the Queen and his later assistance in Galadriels escape builds a distrusting mystery that could be interesting. However, the galloping through the lands is hilariously goofy with that slow motion sequence. What were they thinking? This super speddown slowmotion only makes sense in two circumstances: either it has been presented sooner that Galadriel LOVES, absolutely adores, riding horses, horses in general or simply traveling/galloping; OR there is an epic, almost magical, scene happening and slow mo elevates the epicness. This scene is neither, because the slow-mo is used to convey joy and relish that beautiful moment in that breathtaking landscape but we are not emotionally invested. It feels like watching a shampoo ad campaign. And its all because, again, we dont know how Galadriel is like, we dont know her. The only things we know is that she is on a quest of vengeance, she is a fierce warrior and she doesnt like and distrusts EVERYBODY.The Hall of Lore looks nice though small. Why is the camera so close to the ground? Wherere our establishing shots? This is what I mean when I say the show presents settings that sound marvelous and epic and yet theres no establishing shots when they are first presented. We only saw the establishing shot of the city earlier in the horse ride but not that of the library. And if its true Numenor is inspired in Mediterranean cultures, they should know libraries were some of the most architecturally predominant buildings, next to churches and palaces. Anyway, this is but a mere nitpick piling on the previous one so nothing really new, whats new is the amount of development we finally have on this turtle of a plot: we finally know the meaning of Saurons brand... Its a map. When the brand was shown to us on several occasions it was only shown vertically. And it turns out if you rotate it, it turns into a map? It just feels like we werent visually led to believe there were other interpretations to the brand nor the mere fact it warranted meaning. We just assumed it was Saurons brand and thats all. But with this information some phrases spoken earlier in the show make more sense now, like in episode 1 when Galadriel said that this brand was for orcs to follow... Its still a bit tacked on but the plan is interesting and we know where it leads because we have seen LOTR.All the hobbits are gathering their stuff and getting ready to leave. To which they feel they have to: make a pagan-like dance, with costumes and such? This is never explained nor is it mentioned ever again. And Jesus, the bickering of Nori and the other girl is so tiring, have them either agree to help her or to finally tell on her but stop with this constant arguing. Is like everything in this show is stretched out to fill up the runtime. Everything happens so slowly and it takes so much time for everything to develop that it seems they are trying to make too many seasons for such a short story they wanna tell.",quiqueperezsoler,6,0.3684210526315789,Yes,Adar,7,19
"Despite the Hype, a Deceptive Series So Far","The Lord of the Rings: The Rings of Power is, so far, a deceptive TV series, despite the hype. The three first episodes are slow paced, boring and dull in many moments and with non-charismatic characters and unknown cast. The budget seems to be spent in the computer landscapes and special effects. The music score is also good.Galadriels segment is the best, but the female elf is arrogant, stubborn and weak. The snoopy Nori is annoying all the time. The other segments are only reasonable. Do not see this series with great expectations because you will be disappointed. My vote is six.Title (Brazil): O Senhor dos Anéis: Os Anéis de Poder (The Lord of the Rings: The Rings of Power)Note:It is funny, but IMDb that belongs to Amazon, does not publish bad reviews of this series. I am trying for more than a week to publish the above review.",claudio_carvalho,6,0.5,No,Adar,2,4
"Not bad, not good..","This episode may not reach the visual and conceptual heights of the first episode, but more importantly, it avoids the pitfalls of the same episode by offering a safer, character-driven approach.Throughout this episode, the world-building, character development, and story progression all continue at a strong pace; That too with wonderful visual effects and mesmerizing soundtrack. But its only problem is that it neglects its potential to be amazing. The third episode suffered from some undeniable weaknesses, especially in terms of storytelling. At the same time, it should not be forgotten that it has several undeniable positive points. In the coming episodes, well see what storytelling looks like in the long run. Will the negative points fade or will the strong points be less visible?There is a moment in episode 3 of season 1 that reminds the viewer that while sometimes going their own way in the story, the creators of The Lord of the Rings: The Rings of Power did not limit their attention to the valuable adaptation source to things like great visual details. . which moment The moment that shows Arundirs grief when he is forced to cut a tree to prevent the death of other people. An elf mumbles some words in frustration and goes to cut down the tree.In one of the last frames of the Lord of the Rings episode Adar, behind the stunned face of Arundir, who has just realized the terrifying seriousness of the danger, we see the tree cut down to further demonstrate its threat, its destructiveness.",4liReza,6,0.5,Yes,Adar,1,2
Director why?,"Had to create an accound just to say why. Ok original director for Lotr was a wildcard but this one? Why. I love enviroments and characters are ok but the directors job of framing and choosing shots? Terrible. Long closeup shot of Galadriel on horseback with teeth smile. Omg. Stop it. Its taking away the mystery and magic and making her a wanna be human. Screw that, shes an Elf whos nature we mere humans arent meant to understand. Thats the mystery fun magic we love. Dont zoom into her teeth and dissect her into human standards.. maybe its just me but i dont think the director gets it.So.. why. Please dont screw this series up you weirdly acting director. Im unpausing now.. damn horse scene. Wow.",kvalster-16032,6,0.0,No,Adar,0,1
The three episode mark,"I like most of the series except one thing and thats galadriel.Her character is so one dimensional it hurts. Like this is a women whos supposed to be over 4000 years old right? How can you not give any more depth to a character like that then moody sauron hunter. She has no other personality traits other than find sauron. How? How can a character who has lived through much seen so much and done so much be this 1 dimensional? I understand you want to do character development through the series and by the end of the show she should be more in line with the LOTR version, but that doesnt mean you have to simplify the character at the start to nothing more than a moody teenager. Appaling writing and theres no excuse for it.As I stated before I like the rest, Nori, Arondir, Elrond and the dwarves are all interesting to me and I like the characters aswell as the mysteries that they are opening up. I like the stranger who Im having a fun time theorizing who as they are clearly not all that they seem. Although the fight at the end was eh Im enjoying the Arondir plotline aswell hes one of the few character in the show who actually feel elvis to me and am looking forward to seeing more of the orca in the Southland. Although not in this episode Im still really interested in seeing more of Elrond Celebrimbor and the dwarves.Its everything involving galadriel that really falls short which is even more unforgivable as shes obviously the main character. I just hope in future episodes we focus more on the other characters.",fb-00799,6,0.0,No,Adar,0,1
"Great visuals, nonsensical writing that treats viewers like children","The Good:
<ul><li>Visuals, cinematography were top-notch as always</li><li>Soundtrack was particularly good this episode</li><li>The choreography of the fight scenes was decent</li><li>Orcs are well-done</li><li>Captured a very peter-jackson LOTR feel at various times</li><li>Ok the ending scene was pretty cool even if everyone should of been cooked alive by super-heated volcanic ash</li></ul>The Bad:
<ul><li>Weve reached episode six and most characters are still almost wholly undeveloped, especially Arondir/Bronwyn. I will go so far as to say half the characters featured in this episode could of been removed without any tangible change to the episode structure</li><li>Most characters still exist as cardboard cutouts to fill necessary elements of the plot rather than moving the plot along themselves</li><li>The romance or pseudo-romance scenes all felt very forced</li><li>So much cringey dialog</li><li>Silly theatrics</li><li>Writers need to start consulting individuals who understand how military tactics and strategy work. There is no logical reason why a force would abandon an easily-defensible position like that castle and to move a village consisting of a few wooden buildings. Its pretty clear this was written in solely so the Numenor horseman could come save the day on ground horses could actually reach</li><li>Speaking of the Numenor horsemen, how did they charge at full gallop across half of middle-earth without a baggage train or supplies, conveniently knowing exactly where and when they were needed to arrive and save the day?</li></ul>",kollozal,6,0.7121212121212122,Yes,Udûn,94,132
How to ruin a great episode!,"Without a doubt Episode 6 was the most interesting and engaging episode yet to play in the series, regardless of whether it fits within Tolkiens canon. There was intrigue, deception, suspense, and plenty of action, so why did Amazon have to ruin it!?Its fairly simple and straightforward. No unsheltered person within the immediate blast radius of an exploding volcano could survive - period!. As evidenced several times in the Lord of the Rings Trilogy, even immortal Elves can be killed, so the idea of Galadriel living after standing exposed and face front to an horrific volcanic explosion is beyond ludicrous!Its a shame that Amazon has to resort to extreme over-the-top tactics to make this series dramatic and exciting. We all know that Galadriel lives, so to use insanely unrealistic plot vehicles to attempt to further the story is unnecessary and a glaring example of the extremely poor and weak writing weve experienced so far!",gdes52,6,0.35,Yes,Udûn,7,20
"Nice, but the package...","Great fighting, nice to see the different characters coming together a bit more. I love the fighting and setting things on fire. It didnt make sense to me tho how the people got out of the tower. And why they returned to the village and not go to a place thats more defendable. Now we get to my biggest annoyance:
WHY DID NO ONE CHECK THAT PACKAGE
Why didnt galadriel wanted to see what was stolen?! That just doesnt make sense at all and it bugs me so much. She wants to know everything about Sauron, so why is it not important to her what he stole? And why didnt the black elf check it either? This makes the story so much weaker for me.",joannadblijker,6,0.38461538461538464,Yes,Udûn,5,13
"Exciting action, beautifully shot, but...","This episode contains some great action and beautiful shots, and the amount of time and skill it took to train for and shoot the horse scenes is obvious to anyone. And the final scene is mesmerizing, particularly as you consider the future of Middle-Earth. However, the scene between Galadriel and Adar strikes absolutely the wrong note, and it does make me worried for the future of this series if the writing can get it SO wrong for such important scenes.Yes, we know Galadriel is tormented by the guilt of her brothers death; and yes, we know she has been hunting the shadow of Sauron for a VERY. LONG. TIME. And yes, we know she hasnt exactly been treated well by the rest of her people, who havent sought to understand her at all, but rather sharpened her into an arrow and pointed her at something. What did they expect would happen to her? Unfortunately the writers of Rings of Power think that means she should be a stubborn bully that sucks all the joy of the room. But as if that werent enough, in the scene 1:1 scene with her and Adar, she responds to his mention of a place for his people to call home with a genocidal rant. Im not naive enough to think Adar is good or that his intentions are truly about all of his children, but Galadriels response is such an unnecessary escalation it almost amounts to a war crime. And it does nothing to build any sympathy or good feeling for her character.It took me out of the scene, and it took me out of the episode, and it got me thinking about the future of the show. I know I was supposed to be shocked and afraid for Galadriel at the very end, but quite frankly I couldnt bring myself to care. Both she and Adar could be lost to the fires of Mount Doom at this point.",MattD12027,6,0.3157894736842105,Yes,Udûn,6,19
Didnt feel very Tolkien like,"So much of the writing in this episode didnt feel like something youd find in world of Tolkien.For instance, i found that the squabbling the we see between the Númenóreans and Halbrand felt totally forced and doesnt make much sense, and the parts of Nori getting in trouble from all of the rule breaking felt like something from an after school special or a 90s teen drama. I was half expecting Zach Morris to pause time and comment on the drama at hand.The Elves and Orcs scenes were the most compelling parts of the episode but the Warg didnt feel like it would be all that formidable and shouldve been more easily handled by the elves.Wasnt the worst writing Ive ever seen from a fantasy series but didnt feel worthy of the world of Tolkien.",shawnmdunseith,6,0.4,Yes,Adar,30,75
A couple of nice scenes but not epic,"For my subjective taste this episode misses the epic feeling I got when watching original LOTR. Everything feels small or cheap, the orcs are a couple of hundreds at best, the people defending the village are a handful, riders are also a couple of hundreds I think.The soldiers armors and weapons are cheap looking fabric and some kind of plastic and paint. The village is tiny! Where is the money intended for this series, I dont understand. It feels more like Xena or Hercules TV series and not an epic show to be remembered.I remember the Gandalf scene of the original movie where he rides over a hill with an army of thousands riders into huge army of orcs with pikes. That felt epic and truly unique for its time. And that was more than 15 years ago where the CGI was not even close to what we have today.",nmihin,6,0.3333333333333333,No,Udûn,1,3
This show needs help ASAP!,"Where to start with the actors who are far too good for the show and carry every scene theyre in or the actors who shouldnt have ever been cast, some of the performances are so wooden and unemotional its painful to watch. Some of the logic as well is midn blowing the trip the harfoots take seems to takes weeks but then cuts back to galadriel whos done a million different things and crossed the sea in a matter of days? The survivors in the Southlands get out the tower and back to village where the orcs were camped without any of the orcs noticing them leaving the tower and walking past them. Its mind blowing how poor this show is.",danpearce-55075,6,0.0,Yes,Udûn,0,1
Way Better than i expected it to be,"Ok, after watching Wheel Of Time, i thought this show would be downright horrible but I stand corrected for now. 6.6/10The Pros:
-The landscapes are just mind blowing, the cgi work might be the best I have ever seen in any show ever.-The story is interesting enough to watch more episodes. The climax of the episode was a cherry on top and solidified the hook.The Cons:
-The characters all seem so bland and generic, with none of the acting performances up to the mark, like its just meh.-The forced inclusion, cause the loosing of immersion. Like every remote village need not have people from all over the world, like thats so un-realistic and illogical.-Surely the episode could have been trimmed down to around 45 minutes.-Galadriels fighting sequence was really cringy, she doesnt seem to have the speed nor strength for it.-The dialogues did not feel innovative although I appreciate that they communicated in an older style of English.",gokulmadhu-37537,6,0.0,No,A Shadow of the Past,0,1
Half part great half part average,"Episode 4 of Rings of Power is actually pretty great, for the most part. Like previous episodes, the dialogue and acting is very average and the story is muddled and confused. We are now 4 episodes in - 4 hours of screentime and yet the story is still barely progressing, I feel like at times Im watching something pointless.That being said, there is a lot to like in this episode, for one - the music. Bear has composed a great soundtrack for the series as a whole, but it isnt more present than it is here. There are truly some fantastic themes throughout this episode. The visuals are amazing, as usual but the standout has to be the story within Khazad-dûm. Elrond and Durin have a very good on screen friendship and both actors play well off each other. Disa is also entertaining, even though I havent been fond of the actress during the marketing of the series. Every scene that takes place within Khazad-dûm was great and I would rather see an hour of just that than everything else that took place elsewhere in the story.Like the past 3 episodes the characters are still what drag this down. Despite me being able to look past all the lore breaking nonesense the series has been doing so far. The Arondir and Bronwyn relationship is still as bland as it was in episode 2, Galadriel is still a grumpy college student. The problem with this show is that they are trying to balance too many characters at once. They have invented all these new characters, when they should have been focusing on the central ones, top give us time with them. We have seen them for 4 hours now, and only 3 are even remotely interesting.I will keep up hope that the series will get better, despite this being a pretty solid episode. Maybe in the future of this series does get a season 2, they will vastly improve on everything that has made season 1 poor.6.5/10.",Dannyboi94,6,0.6647058823529411,No,The Great Wave,113,170
Not the worst.,"This is not the worst attempt at a prequel. Characters are different from the books but adequate for this TV version of the stories from Tolkein. There are some funny moments. Elrond with hair? (Of course that is from the movies.)As The Guardian commented in its review the accents are deplorable. All the Elves have BBC English and the Hobbits have escaped from some 1950s Irish musical. Oh Begorah! And as for Men. A bit of Mockney and there is not a doubt theyre baduns.The first episode is entertaining enough. Although I thought the Elves could have been better fighters. Galadriel repeatedly did the kung-fu posing of delivering a blow and turning her back as the target collapses behind her.The effects and scenery were very well done. Although not mentioned in the books, I could believe in Elven watchtowers on the models of Roman borders. All in all, I wont give up yet.",bobetjo,6,0.0,No,A Shadow of the Past,0,2
Dissapointing,"So the Ive seen the first episode, and this is my take so far. So the series is very, very high production value - saying anything else is bs. But so far the story/plot is what makes this weak. The use of tropes that you have seen before is just to much.. The warrior that is told to stop because of peace time but the enemy is still there, the girl who wants more than a quiet life, the forbidden love, all are presented in a way that seems dull and boring. I mean unless you like you entertainment to be easily understood and minimize your risk of failing. And that is my final point, this show has the very clear feel of a production that is afraid of taking chances, but god if they grow a pair season two might actually be good! Ill update this when the whole season is out. Just my opinion.",pa-stypinsky,6,0.3333333333333333,Yes,A Shadow of the Past,1,3
An in-depth episode review. Summary: A visually stunning start with a commanding presence but a weak writing and some weak characterization,"Before reviewing the episode, I watched both the episodes for a better grasp on the tone, path and overall vibe of the show itself. Granted only two episodes out of 8 (I think) are out but I feel 2 hours of runtime is enough to judge those things clearly overall. Knowing that here we go:The flashback scene is well filmed and cinematic. The musical crescendos help elevate the presentation of the show overall. However these are soured by a bullying scene that feels a bit cliche and a conversation that tries to be foreshadowing and metaphoric but it feels incoherent and convoluted for some reason.I personally like the narration and the back story of the show. Its very simple and epic in scale, it resembles a lot of Peter Jackson. It would have been nice if we got to see the war but I guess we might see the next one, maybe.It is at the icy cave that we begin to see a first sign of trouble. And I tried not to nitpick and wait to see the story unfold, but it seems like every person Galadriel speaks to is against whatever she is doing or saying. Her soldiers are all wimpy and whiners and it has no thematic purpose at all, we are literally watching a band of elves go out on this difficult journey and they are complaining like children. All except one, she who can defeat a Troll by herself with no ones help, she who can climb, fight, investigate, and argue like no other. Our main character has no turmoil externally nor an internal want or need other than to serve vengeance for her brother. Now there are attempts at making her be too obsessed with her revenge that she puts someones life in danger, but narratively it serves no other purpose than to show how hard the weather conditions are and therefore transit to the next scene. But other than that, nothing to do with Galadriel. She doesnt care, that consequence doesnt affect her or we get to see her reflect on her actions at all.To be fair, the reveal of their destination through the storm and the score swelling was quite great and the cave eerily introduced and presented. However, Galadriel must have been there before because she seems to know everything about it and none of the other travelers do. Like what must have happened, where to go, where the secret door is. Now, if it had been established earlier that she was older or had lived more experiences or gone on more journeys you could attribute this to her knowledge acquired through her age, and this kind of works with the one whiny man who complains unceasingly. He looks considerably younger, but you never know how life-experienced an Elf character is because they live for centuries and they age slowly. And thats their whole demeanor, Elves are a pure, tall and wise race because they have lived a lot. Yet these Elves... They must have just come out of high school because they state the obvious quite a bit. Idk, i guess its hard to see Elves as these whiny wimpy and uncunning characters. And its hard to really judge them because we know nothing about them, nor Galadriel. We dont know what shes been doing all this years and how this endless search has affected her. We know nothing about her as a person! She is a mere plot device to push the story forward.And whats with the brand signifying the orcs went north?! How does she know that!? She wasnt there! And she associates it with the brand left on her brother right after she said it was meant for orcs to follow... That makes no sense. And also she is the one that misses home more than anyone. Why? Why would she miss it more, other Elves have lost people too in the war, you are not the only one in the world! Galadriel is unrecognizable and theres no trace of her commanding yet peaceful presence and demeanor here, even if she were portrayed as younger and less experienced. Also, it doesnt help that the actress has one face for every emotion, I get Elves are supposed to be a bit colder in expression but it is very noticeable that the other characters are more alive than her because they react to things with a wider range of emotions.Next, we are introduced to the equivalent of Hobbits and Sam and Frodo of this show. The camping montage is fun and well realized, I like this new race of hobbit and the berry scene. Again, the CGI in everything is incredibly well-realized and captures whatever is not possible to achieve in reality. Yet in some aspects, particularly the instances when the real interacts closely with the unreal when its fakeness is made most apparent. Specifically when the backdrop of a scene is entirely fake, like in the following scene with the introduction of Elrond. But theres no denying the staging, costume design and presentation of the scenes is impeccable and something I truly love about the show. Like in the next scene with Galadriels dress, her long hair, Elronds robes and entrance, the lighting of the room, the beautiful tapestry. Then, again, the mood drops when the characters start talking. They speak in this high voice and eloquent dialogue with complicated phrasing to make you think they are highly versed intelligent people when really they are expressing themselves in the most banal way.The constant hostility Galadriel brings to every character exchange is tiring to watch as it gives no insight to why she thinks or does the things she says. She is endlessly defiant and we never know why she has a grudge with everyone. I understand she is supposed to be driven in her quest to avenge her brother but this obsession isnt presented as a character flaw she must overcome nor is it ever questioned by others. Perhaps this could be the reason of her grudge with them, I guess well have to wait and see. But we dont know why Galadriel is so antagonistic with every elf in the world, or why she cares so little about the damage she is causing others. And in all this, we still dont know anything about her as a person, we know only her goal. So I personally cant relate to her as a character let alone our main character. I think she is unlikable and cant really judge her as a person because she has no agency of her own.Even Nori, the Frodo of our story, is better fleshed out as a character than Galadriel. I am invested in her story because we know what motivates her, what she is like, and why she acts the way she acts. Galadriel is the definition of a snowflake personality: unable to accept criticism, to empathize or sympathize with noone; and this would only be acceptable if this was presented as a character flaw she must overcome but it unfortunately isnt. We are supposed to follow this character who acts more like a villain, naive to the destruction she causes others, self-centered in her own world and unable to interact with others without her having the higher ground or the last say. Talking down to Elrond, assuming he hasnt seen evil the way she has.Elrond: Put out your sword
Galadriel: Without it what would I be?
Elrond: What you have always been: My friendThis is the writing of this show. So Elrond, would Galadriel not be your friend if she were to bear arms? The exchange between the two kids in the Sword stealing scene is a great example of how the writing here is exactly the same kind of writing as with the adult characters but with the fundamental difference that this kind works better with children as they are impulsive and emotional, something adults character technically shouldnt be in most circumstances. Ill wait and see the rest of the season to judge the writing though but so far is a bit weak.The presentation of Arondir and the woodland elves in the town is really well executed. With subtle social commentaries during the tense scene shared by the single woodland elf character that is portrayed by an african american with a group of mostly white people. In these circumstances, the higher moral ground is achieved not by physically or verbally reacting to a wrong behavior or opinion but rather by acknowledging the obvious moral superiority the character surely has. Where other writers would have had him give a speech or try to educate the intolerant people present with lessons we already know are wrong because any decent human being knows how wrong it is, the show think of us smarter and therefore sets the seeds of the status quo in the town in a brief and subtle way. And I love that kind of writing, being able to establish a complex situation with the least amount of scenes and exchanges is top tier entertainment because it lends to more runtime to tell more story, it allows us to gather more of the fruit those planted seeds create. And this guy is not only well fleshed out in his way of thinking and viewing people, but he is also established as a badass in that scene. He is officially my first favorite male character of the show.CONCLUSION:
All things considered (the good and the bad), this first episode was pretty good. It takes its time to slow down and recreate itself in the presentation of things (characters, settings, concepts) without messing up the pacing too much. And I feel that is a very important aspect of Tolkiens work. His world is so thoroughly realized that not taking the time to relish it and pan around in the moment to it being represented would defeat one of the fundamental aspects of any world-building. However, it is dragged down by weak writing and unlikable characters. Several story threads are presented and yet I feel invested in only half of them, which for a show based in such a rich source material (although not so rich in what specifically it is adapting though) and with such a budget literally personifies the expressions leaves much to be desired and Not up to par.",quiqueperezsoler,6,0.5,Yes,A Shadow of the Past,1,2
Build,"Usually the first episode to any show is building for the season but has a good hook throughout. I think this fell a little flat, in an hour I got one elf wants to fight, a ( hobbit I think ) wants to explore past her home and a rouge elf is basically looking for a wait take part in.This episode, if it was a new series and not linked to LOTR Id probably give up, but I keep the faith and will go on.On the positive side, its absolutely breath taking to look at, the score is really good too. I did like some of the characters but I just fell there is no umph to get them going yet.The ending of course leaves us with a bit of a cliff hanger and yes it has my attention but even as cliff hangers go, it was a little bit meh.",eoinpgeary,6,0.5,No,A Shadow of the Past,1,2
Overlay of constant music doesnt fix it :(,"Like most of us Im sure, I was greatly looking forward to the continuation of this epic saga.My skepticism started as I watched the trailers when so much focus was on the revealed head shots like pulling down their hoods and looking right into the camera....that were so staged.... I started to have my doubts about the depth and focus we would be getting with this version.Sadly, my suspicions were right. The depth just isnt there...I really hope the director makes changes to next season (&amp; if any way to make changes to this one that would be amazing).My biggest complaint is the overlay of music, albeit beautiful orchestra playing, it is constantly playing too loud as an overlay so you can barely hear what the actors are saying but, worse, it takes away from the environment and feel of the scenes and diminishes their value. Its too much, too loud in the mix And way too often.It seems like the director is using the music to fill in the drama that just isnt there.The dialogue is also misplaced. There are long rants of shakespearian speak that is unnecessary and due to the overlay of music, you cant make out anyway.While there is potential for depth and umph Im doubtful it will be explored, at least this season.Both my husband and I almost fell asleep :(. Which breaks my heart.The director needs to spend quality time alone with Peter Jacksons versions and learn.",cmatzenauer,6,0.4,No,A Shadow of the Past,2,5
Immersion-proof,"The pilot felt uninspired and mediocre at best.If there ever was meant to be any immersion, it was destroyed by acting and overall little to no characterizations. The characters are shallow and mostly either completely hateful or slightly aggressive toward everything. So its hard to find someone to root for, maybe except the harfoots.The uninspired acting is solidified by random dialogue ranging from actually good to painful.The pilot had strong production value but a rather weak art counterpart, with the best thing being a couple of memorable music tracks. The Arondir theme was amazing, pretty much helped me to get through his boring scenes.Overall, Id say my initial impression was spoiled by the amazing work of Peter Jackson and his art crew.This one just feels not different, but soulless in comparison.",kuarinofu,6,0.4,No,A Shadow of the Past,2,5
NO JOY,"Unlike TLOTR, you dont get hooked or excited about anything. Everything just seems so forced and the way they are trying to make you root for characters is so forced that you end up not caring at all for them or what they have to say. They spent so much time making stuff up about the world and the things that might have happened according to the writers and they forgot to spend effort on the most important thing in tolkiens works: compelling characters. So empty and dull that it feels like their only purpose is to take these characters from one pretty scenery to the next to just talk about uninteresting stuff (or maybe its the delivery that makes it uninteresting). I dont want to blame the cast because they are only working with what they are given but I just dont care enough for any of them. Hopefully as the story progresses things will get more interesting but if I were asked if I want to keep watching the show I wouldnt. Episode 1 is it for me.",marjavier,6,0.3333333333333333,Yes,A Shadow of the Past,3,9
